status,title,journal_type,write_date,update_date,visit
4,"S. Q. Hojiev, D.-S. Kim, &#34;Dynamic Load Balancing Algorithm Based on Users Immigration in Wireless LANs&#34;, Journal of Advances in Computer Networks (ISSN: 1793-8244), vol. 3, no. 2, pp. 114-118, 2015 (A)",1,5/4/2016 10:30,1/4/2021 19:23,1584
4,"W. Yang, D.-S. Kim, &#34;Enhanced Network Recovery Scheme on Real-Time Switched Ethernet for Naval Combat System&#34;, International Journal of Communication Networks and Distributed Systems (ISSN: 1754-3924), vol.14, no. 2, pp. 145-163, 2015. (N1 & N2) (A)",1,5/4/2016 10:31,1/4/2021 19:23,2261
4,"T. Nhon, D.-S. Kim, &#34;Real-Time Message Scheduling for ISA100.11a Networks&#34;, Computer Standards & Interfaces (IF: 1.465, ISSN: 0920-5489), vol. 37, pp. 73&#8211;79, 2015 (A)",1,5/4/2016 10:31,1/4/2021 19:23,2298
4,"D. D. Tan, D.-S. Kim, &#34;Cooperative Transmission Scheme for Multi-hop Underwater Acoustic Sensor Network&#34;, International Journal of Communication Networks and Distributed Systems (ISSN: 1754-3924), vol. 14, no. 1, pp. 1-18, 2015 (A)",1,5/4/2016 10:32,1/4/2021 19:24,9828
4,"H. A. Putra, D.-S. Kim, &#34;Node Discovery Scheme of DDS for Combat Management System&#34;, Computer Standards & Interfaces (IF: 1.465, ISSN: 0920-5489), vol. 37, pp. 20-28, 2015 (A)",1,5/4/2016 10:31,1/4/2021 19:24,11377
4,"D.-S. Kim, Y.-S. Lee, W.-H. Kwon, &#34;Maximum Allowable Delay Bounds in Networked Control Systems&#34;, Control Engineering Practice (IF: 2.616. ISSN: 0967-0661), vol. 11, no. 11, pp. 1301-1313, 2003 (A)",1,5/4/2003 10:11,1/4/2021 19:06,1471
4,"H.-S. Park, D.-S. Kim, W.-H. Kwon, &#34;A Scheduling Method for Network-based Control Systems&#34;, IEEE Trans. on Control System Technology (IF: 4.883, ISSN : 1558-0865), vol. 10, no. 3, pp. 318-330, 2002 (A)",1,8/17/2002 17:23,1/4/2021 19:07,1562
4,"D.-S. Kim, Z. J. Haas, &#34;Virtual Factory Communication Systems Using ISO 9506 Standard and Its Application to Networked Factory Machine&#34;, The Industrial Communication Systems Handbook, CRC Press, FL, November, 2004 (A)",1,5/4/2004 10:13,1/4/2021 18:55,2254
4,"D.-S. Kim, W.-H. Kwon, Z. J. Haas, &#34;Implementation of Virtual Factory Communication Systems using Manufacturing Message Specification,&#34; The Handbook of Industrial Information Technology, CRC Press, FL, June, 2004 (A)",1,5/4/2004 10:12,1/4/2021 18:56,2293
4,"J.W.Jung, D.-S. Kim, &#34;Wireless Management System for Pet Dog using Wireless Sensor Network&#34;, Lecture Notes on Computer Science (LNCS) (ISBN: 978-3-540-37366-7), pp. 423-438, 2007 (A)",1,5/4/2007 10:16,1/4/2021 19:09,2475
4,"D.-S. Kim, S.-Y. Shin, &#34;Wireless Pet-Dog Management System&#34;, Sensor Networks and Configuration (Fundamentals, Standards, Platforms, and Applications), (ISBN: 978-3-540-37366-7), pp. 423-348, 2007 (A)",1,5/4/2007 10:15,1/4/2021 18:52,2250
4,"P. T. A. Quang, D.-S. Kim, &#34;Enhancing Real-Time Delivery of Gradient Routing for Industrial Wireless Sensor Networks&#34;, IEEE Trans. on Industrial Informatics (IF: 5.430, ISSN: 1551-3203), vol. 8, no. 1, pp. 61-68, 2012 (A)",1,5/4/2016 10:20,1/4/2021 19:11,2223
4,"J.-H. Lee, D.-S. Kim, S.-Y. Shin &#34;ELBA: A New Efficient Load-Balancing Association in IEEE 802.15.4-Based Wireless Sensor Networks&#34;, IEICE Trans. on Communications (IF: 1.090, ISSN: 1745-1345), vol. 95, no.5, pp. 1830-1833, 2012 (A)",1,5/4/2016 10:20,1/4/2021 19:11,2603
4,"H. Q. Sardor, T. Y. Choe, &#34;Two-Level Dynamic Load Balancing Algorithm Using Load Thresholds and Pairwise Immigration&#34;, International Journal on Computer Science and Engineering (ISSN: 0975-3397), vol. 5, no. 3, pp. 211-220, 2013 (A)",1,5/4/2016 10:23,1/4/2021 19:36,5416
4,"D. D. Tan, N. Q. Dinh, D.-S. Kim, &#34;GRATA: A Gradient-based Traffic-Aware Routing for Wireless Sensor Networks&#34;, IET Wireless Sensor Systems (ISSN: 2043-6394), vol. 3, no. 2, pp. 75-85, 2013. (N2) (A)",1,5/4/2016 10:23,1/4/2021 19:36,2268
4,"A. Prasetiadi, D.-S. Kim, &#34;Faulty Node Detection in Distributed Systems Using BCH Code&#34;, IEEE Communications Letter (IF:2.723, ISSN:1089-7798), vol. 17, no. 3, pp. 620-623, 2013. (N1) (A)",1,5/4/2016 10:22,1/4/2021 19:36,2286
4,"D. A. Nugroho, D.-S. Kim, &#34;Precoded DCT and Low Complexity SLM for PAPR Reduction in OFDM Systems&#34;, International Journal of Engineering and Industries (ISSN: 2093-5765), vol. 4, no. 4, pp. 43-49, 2013. (N1 & N2) (A)",1,5/4/2016 10:22,1/4/2021 19:37,1947
4,"W. Yang, D.-S. Kim, &#34;A Synchronization Method for Industrial Wireless Network Inspired from Insects&#34;, International Journal of Engineering and Industries (ISSN : 2233-9418), vol. 4, no. 4, pp. 50-57, 2013. (N1 & N2) (A)",1,5/4/2016 10:21,1/4/2021 19:37,2286
4,"D. D. Tan, D.-S. Kim, &#34;Dynamic Traffic-Aware Routing Algorithm for Multi-Sink Wireless Sensor Networks&#34;, Wireless Networks (IF: 1.981, ISSN: 1572-8196), vol. 20, no. 6, pp. 1239-1250, 2014 (A)",1,5/4/2016 10:25,1/4/2021 19:34,2547
4,"S.-W. Kim, W. Yang, D.-S. Kim, &#34;Bi-Directional Spring Damper Impedance for Path Control Scheme of Swarm Robot Systems&#34;, International Journal of Mechatronics and Manufacturing Systems (ISSN:1753-1047), vol. 7, no. 1, pp.1 - 20, 2014. (N1 & N2) (A)",1,5/4/2016 10:25,1/4/2021 19:34,7669
4,"T. T. Le, D.-S. Kim, &#34;An Efficient Throughput Improvement through Bandwidth Awareness in Cognitive Radio Networks&#34;, Journal of Communications and Networks (IF: 1.252, ISSN: 1976-5541), vol. 16, no. 2, pp.146-154, 2014 (A)",1,5/4/2016 10:25,1/4/2021 19:34,2552
4,"T.-L. Pham, D.-S. Kim, &#34;Routing Protocol Over Lossy Links for ISA100.11a Industrial Wireless Sensor Networks&#34;, Wireless Networks (IF: 1.981, ISSN: 1572-8196), vol. 20, no. 8, pp. 2359&#8211;2370, 2014 (A)",1,5/4/2016 10:24,1/4/2021 19:34,2604
4,"T. M. Phuong, D.-S. Kim, &#34;Efficient Power Control Scheme for Cognitive Industrial Sensor Networks&#34;, International Journal of Control and Automation (ISSN: 2005-4297), vol. 7, no. 3, pp. 177-188, 2014. (N1) (A)",1,5/4/2016 10:24,1/4/2021 19:35,2677
4,"T. Nhon, D.-S. Kim, &#34;Relay Selection Scheme for Hierarchical Wireless Sensor Networks&#34;, International Journal of Control and Automation (ISSN: 2005-4297), vol. 7, no. 3, pp. 147-160, 2014. (N1) (A)",1,5/4/2016 10:24,1/4/2021 19:35,2495
4,"P. T. A. Quang, D.-S. Kim, &#34;Throughput-Aware Routing for Industrial Sensor Networks: Application to ISA100.11a&#34;, IEEE Trans. on Industrial Informatics (IF: 5.430, ISSN: 1551-3203), vol. 10, no. 1, pp. 351-363, 2014 (A)",1,5/4/2016 10:24,1/4/2021 19:35,2464
4,"D.-S. Kim, J.-M. Lee, W.-H. Kwon, I.-K. Yuh, &#34;Design and Implementation of Home Network System using UPnP middleware for Networked Appliances&#34;, IEEE Trans. on Consumer Electronics (IF: 1.802, ISSN: 0098-3063), vol. 48, no. 4, pp. 963-972, 2002 (A)",1,8/17/2002 17:23,1/4/2021 19:08,1574
4,"D.-S. Kim, J. Jeon, P. Mohapatra, &#34;Scheduling of Wireless Control Networks based on IEEE 802.15.4: Mixed Traffic Environment&#34;, Control Engineering Practice (IF: 2.616. ISSN: 0967-0661), vol. 19, pp. 1223-1230, 2011 (A)",1,5/4/2016 10:18,1/4/2021 19:12,1991
2,"M. Rizal Khaefi, D.-S. Kim, &#34;DDS Node Discovery Scheme with Dynamic Bloom Filters&#34;, Journal of Parallel and Distributed Computing (IF: 1.815, ISSN: 0743-7315), 2015. (N1 & N2)",1,7/8/2016 20:46,7/12/2019 17:01,5573
4,"N. B. Long, T. Nhon, D.-S. Kim, &#34;Rate-Estimation Based Relay Selection Scheme for Large-Scale Wireless Networks&#34;, IET Communications (IF: 1.443, ISSN: 1751-8628), vol. 10, no. 12, pp. 1501-1507, 2016 (A)",1,5/4/2016 22:25,1/4/2021 19:24,6658
1,"Minh-Phuong Tran, Dong-Seong Kim, &#34;Renewal Process Based Energy-Aware Routing Algorithm for Cognitive Industrial Sensor Networks&#34;, IEEE Trans. on Industrial Informatics, (IF: 5.430, ISSN: 1551-3203), 2015. (N1 & N2) (Pr)",1,7/8/2016 20:53,7/12/2019 16:40,2466
1,"Minh-Phuong Tran, D.-S. Kim, &#34;Distributed Spectrum Handoff and Power Allocation Scheme for Cognitive UWB Industrial Networks&#34;, IEEE Trans. on Industrial Informatics (IF: 5.430, ISSN: 1551-3203), 2015. (N1 & N2) (Pr)",1,7/8/2016 20:56,5/4/2019 18:26,2533
4,"T.-L. Pham, D.-S. Kim, &#34;Efficient Forwarding Protocol for Dual-Hop Relaying Wireless Networks&#34;, Wireless Personal Communications (IF: 1.200, ISSN: 1572-8196), vol. 89, issue 1, pp. 165-180, 2016. (N1 & N2) (A)",1,8/9/2016 10:18,1/4/2021 19:26,2476
2,"Minh-Phuong Tran, Anh-Minh Le and Dong-Seong Kim, &#34;Adaptive Spectrum Handoff Scheme for Cognitive Ad Hoc Networks&#34;, Wireless Personal Communications, (IF: 1.200, ISSN: 0929-6212), 2015. (N1 & N2)(S)",1,7/8/2016 21:10,7/12/2019 17:04,2661
4,"Y. Wei, D.-S. Kim, &#34;RER: Reliable and Energy-efficient Routing Protocol for Underwater Acoustic Sensor Networks&#34;, IEEE Journal of Oceanic Engineering (IF:2.065, ISSN:0364-9059), 2015. (N1 & N2) (S)",1,5/5/2016 21:21,5/4/2019 18:24,4257
4,"D.-S. Kim, S.-K. Lee, &#34;Feasibility Analysis of Hybrid Control network based on Common Industrial Protocol&#34;, Computer Standards & Interfaces (IF: 1.465, ISSN: 0920-5489), vol. 33. no. 4, pp. 357-366, 2011 (A)",1,5/4/2016 10:19,1/4/2021 19:11,2021
4,"N. Q. Dinh, D.-S. Kim, &#34;Performance Evaluation of Priority CSMA-CA Mechanism on ISA100.11a Wireless Network,&#34; Computer Standards & Interfaces (IF: 1.465, ISSN: 0920-5489), vol. 34, no. 1, pp. 117-123, 2012 (A)",1,5/4/2016 10:20,1/4/2021 19:38,2249
4,"D.-S. Kim, K.-Y. Cho, W.-H. Kwon, Y.-I. Kwan, Y.-H.Kim, &#34;Home Network Message Specification of White Goods and Its Application&#34;, IEEE Trans. on Consumer Electronics (IF: 1.802, ISSN: 0098-3063), vol. 48, no. 1, pp. 1-10, 2002 (A)",1,8/17/2002 17:23,1/4/2021 18:09,1772
4,"T. D. Hoa, D.-S. Kim, &#34;Data Forwarding Algorithm over Lossy Links in Wireless Sensor Networks&#34;, IEICE Communications Express (ISSN: 2187-0136), vol. 2, no. 10, pp. 453-458, 2013 (A)",1,5/4/2016 10:22,1/4/2021 19:36,5004
4,"D. A. Nugroho, S. Rizal, D.-S. Kim, &#34;Reconstruct Unrecoverable Data in Real-Time Networks Using Bezier Curve&#34;, IET Communications (IF: 1.443, ISSN: 1751-8628), vol. 9, no. 5, pp. 596 - 602, 2015. (N1 & N2) (A)",1,5/4/2016 10:28,1/4/2021 19:33,1682
4,"T.-T. Ngo, T. Huynh-The, D.-S. Kim, &#34;A Novel VANETs-based Traffic Light Scheduling Scheme for Greener Planet and Safer Road Intersections&#34;, IEEE Access (ISSN: 2169-3536), vol. 7, pp. 22175-22185, 2019 (A)",1,3/12/2019 20:57,1/4/2021 17:55,1125
4,"D.-S. Kim, W.-H.Kwon, H.-S. Park , &#34;Geometric Kinematics and Application to Mobile Robot&#34;, International Journal of Control, Automation and Systems (IF: 2.173, ISSN: 2005-4092), vol. 1, no. 3, pp. 376-384, 2003 (A)",1,5/4/2003 10:11,1/4/2021 19:04,4471
4,"D. D. Tan, D.-S. Kim &#34;Interference-Aware Relay Assignment Scheme for Multi-Hop Wireless Networks for Wireless Networks&#34;, Wireless Networks (IF: 1.981, ISSN: 1570-8705), vol. 21, no. 7, pp. 2195-2207, 2015. (N1 & N2) (A)",1,5/4/2016 10:30,1/4/2021 19:22,1639
4,"P. T. A. Quang, D.-S. Kim, &#34;Clustering Algorithm of Hierarchical Structures in Large-scale Wireless Sensor and Actuators Networks&#34;, Journal of Communications and Networks (IF: 1.252, ISSN: 1976-5541), vol. 17, no. 5, pp. 473 - 481, 2015 (A)",1,5/4/2016 10:28,1/4/2021 19:32,1631
4,"D. A. Nugroho, A. Prasetiadi, and D.-S. Kim, &#34;Male-Silkmoth-Inspired Routing Algorithm for Large-Scale Wireless Mesh Networks&#34;, Journal of Communications and Networks (IF: 1.252, ISSN: 1976-5541), vol. 17, no. 4, pp. 384 - 393, 2015 (A)",1,5/4/2016 10:27,1/4/2021 19:33,2027
4,"Iyoga Don Frima Tarigan and Dong-Seong Kim, &#34;Performance Analysis of Cluster Server based on Storage Area Network (SAN)&#34;, Jurnal Teknologi (ISSN: 0127-9696), pp. 85-88,  2015 (A)",1,5/4/2016 10:27,1/4/2021 19:33,1580
4,"Syamsul Rizal and Dong-Seong Kim, &#34;Bandwidth Adaptation Scheme of Audio/Video Bridging Protocol for Industrial Networks&#34;, Jurnal Teknologi (ISSN: 0127-9696), 2015 (A)",1,5/4/2016 10:28,1/4/2021 19:32,1614
4,"Tung Thanh Le, Thu Pham, D.-S. Kim, &#34;BEE: Bee-Inspired Algorithm for Zone Radius Determination in Independent Zone Routing Protocol for Mobile Ad Hoc Networks&#34;, Jurnal Teknologi (ISSN:2180-3722), 2015. (N1 & N2) (S)",1,5/5/2016 21:22,5/4/2019 18:24,2358
4,"G. W. Adhane, D.-S. Kim, &#34;Distributed Control System for Ship Engines Using Dual Fieldbus&#34;, Computer Standards & Interfaces, (IF: 1.465, ISSN: 0920-5489), vol. 50, pp. 83-91, 2017. (N1 & N2) (A)",1,1/4/2017 18:03,1/4/2021 19:27,2653
1,"H.-H. Choi, D.-J. Min and D.-S. Kim, &#34;Design and Implementation of Intelligent Parking Guidance System based on Internet of Things (IoT)&#34;, International Journal of Advances in Computer Science & Its Applications (ISSN 2250-3765), vol. 6 no. 2, pp. 87-90, 2016. (N1) (A)",1,11/16/2016 14:02,1/4/2021 19:26,2190
1,"J.-H. Cha, S.-H. Kim, J.-Y. Im, and D.-S. Kim, &#34;Asymmetric Time Division Multiple Access Method for Tactical Radio Communication&#34;, International Journal of Advances in Computer Networks and Its Security (ISSN : 2250-3757), vol. 6 no. 2, 2016. (N1) (A)",1,11/16/2016 14:06,1/4/2021 19:27,2213
4,"H.-M. Lee, S.-H. Kim, J.-H. Cha and D.-S. Kim, &#34;MMS over MQTT Protocol for Industrial IoT Platform&#34;, International Journal of Advances in Computer Science & Its Applications (ISSN: 2250-3765), vol. 6 no. 2, pp. 91-93, 2016. (N1) (A)",1,11/16/2016 14:08,1/4/2021 19:27,2285
1,"Dong-Seong Kim, Syamsul Rizal, and I.-T. Park, &#34;Fault Detection System using Smart Networked Proximity Sensors for Ship Engine&#34;, IEEE Transactions on Industrial Electronics, (IF: 7.050, ISSN: 0278-0046), 2018. (N1&N2) (Pr)",1,11/20/2016 11:44,5/4/2019 20:19,2467
4,"P. T. M. Thu, N. T. Tien, and D.-S. Kim, &#34;Geographical Awareness Hybrid Routing Protocol in Mobile Ad Hoc Networks&#34;, Wireless Networks (IF: 1.981, ISSN: 1572-8196), vol. 23, no. 1, pp. 1-13, 2017. (N1 & N2) (A)",1,2/1/2017 15:24,1/4/2021 19:29,2063
4,"N. B. Long and D.-S. Kim, &#34;TDMA-Based Efficient Cooperative Relaying Selection Scheme in Multi-hop Wireless Networks&#34;, Computer Standards & Interfaces (IF: 1.465, ISSN: 0920-5489), vol. 53, pp. 39-47, 2017. (N1 & N2) (A)",1,2/27/2017 11:22,1/4/2021 19:29,2033
4,"N. T. Tuan, D.-S. Kim, and J.-M. Lee, &#34;On the Performance of Cooperative Transmission Schemes in Industrial Wireless Sensor Networks&#34;, IEEE Transactions on Industrial Informatics (IF: 5.430, ISSN: 1551-3203), vol. 14, no. 9, pp. 4007-4018, 2018. (N1 & N2)",1,3/14/2017 14:48,4/1/2022 15:22,2353
1,"Sang-Hyun Hwang and Dong-Seong Kim, &#34;Design and Performance Analysis of Hybrid Helmet Pose Tracking System using Adaptive Complementary Filter&#34;, IEEE Transanction on Industrial Electronics (IF: 7.050, ISSN: 0278-0046), 2017. (Pr)",1,7/23/2017 21:58,5/4/2019 20:19,1954
2,"Seung-Han Kim and Dong-Seong Kim, &#34;Smart Platform based Log Data Gathering and Analysis Tool for Naval Combat System&#34;, Defence Science Journal (IF: 0.510, ISSN: 0011-748X), 2017. (S)",1,10/12/2017 20:53,5/4/2019 20:24,1927
4,"A. Jalal, S. Kamal and D.-S. Kim, &#34;Detecting Complex 3D Human Motions with Body Model Low-Rank Representation for Real-Time Smart Activity Monitoring System&#34;, KSII Transactions on Internet and Information Systems  (IF : 0.611, ISSN : 1976-7277), vol. 12, no. 3, pp. 1189-1204, 2018 (A)",1,11/13/2017 23:21,1/4/2021 19:30,1838
4,"N. B. Long, H. Tran-Dang and D.-S. Kim, &#34;Energy-Aware Real-Time Routing for Large-Scale Industrial Internet of Things&#34;, IEEE Internet of Things Journal (IF: 5.863, ISSN 2327-4662), vol. 5, no. 3, pp. 2190-2199, 2018 (A)",1,12/5/2017 22:21,1/4/2021 19:30,2296
4,"H. Tran-Dang and D.-S. Kim, &#34;Efficient Bandwidth-Aware Routing for Underwater Cognitive Acoustic Sensor Networks&#34;, IET Wireless Sensor Systems (ISSN: 2043-6394), vol. 9, no. 2, pp. 77-84, 2019 (A)",1,12/5/2017 22:23,1/4/2021 19:30,1965
4,"H. Tran-Dang and D.-S. Kim, &#34;An Information Framework for Internet of Things in Physical Internet&#34;, IEEE Access (IF: 3.557, ISSN: 2169-3536), vol. 6, pp. 43967-43977, 2018 (A)",1,1/17/2018 21:50,1/4/2021 19:31,1878
4,"W. P. Nwadiugwu, D.-S. Kim and J.-M. Lee, &#34;Real-Time Energy-Efficient Deployment of Mobile Sensors in Disaster-Prone Locations&#34;, International Journal of Communication Networks and Distributed Systems, Vol. 23, No. 3, pp. 307 - 327, Feb 2019. (IF: 0.21) (N1 & N2)",1,2/2/2018 19:10,5/24/2021 12:35,4493
4,"C. B. Moon, B. M. Kim, and D.-S. Kim, &#34;Real-time Parallel Image-processing Scheme for a Fire-control System&#34;, IEIE Transactions on Smart Processing and Computing, (ISSN : 2287-5255), vol. 8, no. 1, pp. 27-35, 2019 (A)",1,2/21/2019 15:02,1/4/2021 17:56,1107
1,"Jae-Woo Kim, Dong-Seong Kim, Seung-Hwan, Sang-Moon Shin &#34;Design and implementation scheme of QSFP28 optical transceiver for long-rich transmission using PAM4 modulation&#34;, Optics Express, 2020 (S)",1,7/27/2020 9:30,5/15/2030 12:00,779
4,"A. A. Pranata, T.-S. Jun, and D.-S. Kim, &#34;Overhead Reduction Scheme for SDN-based Data Center Networks&#34;, Computer Standards & Interfaces (IF: 1.465, ISSN: 0920-5489), vol. 63, pp. 1-15, 2018 (A)",1,2/13/2018 11:57,1/4/2021 18:07,1776
4,"J. H. Cha and D.-S. Kim, &#34;Design and Implementation of Real-Time Monitoring Tool for Data Distribution Service&#34;, IEIE Transactions on Smart Processing & Computing (ISSN: 2287-5255), vol. 7, no. 4, pp. 264-270, 2018. (N1 & N2) (A)",1,3/21/2018 15:26,1/4/2021 18:06,3807
4,"D.-H. Kim, H.-Y. Lee, and D.-S. Kim, &#34;Enhanced Industrial Message Protocol for Real-time IoT Platform&#34;, IEIE Transactions on Smart Processing & Computing(IEIE SPC), (ISSN: 2287-5255), vol. 7, no. 5, pp. 378-384, 2018. (N2 & N4) (A)",1,3/21/2018 15:33,1/4/2021 18:05,1659
4,"S.-H. Kim, D.-H. Kim, and D.-S. Kim, &#34;Design of Smart Platform-based Event-Log Analysis and Parameter-modifying Software for Naval Combat Systems&#34;, IEIE Transactions on Smart Processing & Computing(IEIE SPC), (ISSN: 2287-5255), vol. 7, no. 5, pp. 385-391, 2018. (N4 & N8) (A)",1,3/21/2018 15:34,1/4/2021 18:05,2990
4,"T. Huynh-The, C.-H. Hua, N. A. Tu, D.-S. Kim, &#34;Locally Statistical Dual-Mode Background Subtraction Approach&#34;, IEEE Access (ISSN: 2169-3536), vol. 7, pp. 9769-9782, 2019",1,9/20/2018 21:11,5/23/2021 16:04,1613
4,"H. Tran-Dang, D.-S. Kim: &#34;Channel-Aware Cooperative Routing in Underwater Acoustic Sensor Networks&#34;, Journal of Communications and Networks (IF: 1.252, ISSN: 1229-2370), vol. 51, no. 1, 2019 (A)",1,6/22/2018 18:11,1/4/2021 18:05,2089
4,"R. R. Ginanjar, D.-S. Kim, and C.-B. Moon, &#34;High-capacity and Transparent Digital Audio Watermarking using Rounding Reduced-arc MPSK and a Genetic Algorithm&#34;, IEIE Smart Processing and Computing  (IF: 0.39, ISSN: 2287-5255), vol. 8, no. 1, pp. 48-58, Feb 2019 (A)",1,4/1/2019 14:22,1/4/2021 17:54,1039
4,"A. Jalal, S. Kamal and Dong-Seong Kim, &#34;Detecting Complex 3D Human Motions with Body Model Low-Rank Representation for Real-Time Smart Activity Monitoring System&#34;, KSII Transactions on Internet and Information Systems, (ISSN : 1976-7277), vol. 12, no. 3, pp. 1189-1204, 2018 (A)",1,9/25/2018 21:56,1/4/2021 18:04,1721
4,"T. Huynh The, C.-H. Hua, and D.-S. Kim, &#34;Encoding Pose Features to Image with Data Augmentation for 3D Action Recognition&#34;, IEEE Transactions on Industrial Informatics (SCI, IF: 5.43), 10.1109/TII.2019.2910876, 2019 (A)",1,4/11/2019 15:28,1/4/2021 17:54,1143
2,"Seung-Hwan Kim, Jae-Woo Kim, Dong-Seong Kim, &#34;Performance Analysis of Beamforming and Cooperative Schemes with NLoS for Wireless Sensor Network in Aircraft&#34;, Computer Standards & Interfaces, 2018 (in Revision)",1,12/27/2018 16:15,6/29/2019 15:00,1524
4,"W. Nwadiugwu, J. Lee and D.-S. Kim, &#34;Novel MA-VFBC Based Deployment of Obstacle-Avoiding Scattered Sensors for Region-of-Interest Incidence Monitoring,&#34; IEEE Access, Vol. 8, pp. 3065-3075, 2020. (IF: 3.745)",1,1/22/2019 16:32,5/24/2021 12:41,1126
1,"Dong-Seong Kim and Jae-Min Lee, &#34;Creative Thingking and Project based Class Management at ICT Convergence Research Center&#34;, IEEE Transaction on Education, 2019. (Pr)",1,1/22/2019 16:40,6/5/2019 15:40,1236
4,"Hoa Tran-Dang, Dong-Seong Kim: &#34;Link delay and Channel Aware Routing protocols for Cognitive Sensor Networks&#34;,  IET Communications, Vol. 14, no. 20, pp. 3639 &#8211;3651,  December 2020,",1,9/8/2020 11:32,5/24/2021 10:43,4195
4,"H. Tran-Dang, D.-S. Kim &#34;Channel-Aware and Energy Efficient Two-Hop Cooperative Routing in Underwater Acoustic Sensor Networks&#34;, IEEE Access (IF: 3.57, ISSN: 2169-3536), vol. 7,  pp. 63181 - 63194, 2019 (A)",1,4/4/2019 14:58,1/4/2021 17:54,1087
4,"Muhammad Rusyadi Ramli, Dong-Seong Kim, Jae Min Lee, &#34;Hybrid MAC Protocol for UAV-Assisted Wireless Sensor Networks&#34;, Internet of Things,  2019",1,2/21/2019 1:37,5/24/2021 18:42,1000
4,"Trung-Thanh Ngo, Abdukhakimov Asatilla and Dong-Seong Kim, &#34;Long-range Wireless Tethering Selfie Camera System using Wireless Sensor Network&#34;,  IEEE Access, Vol.7, pp. 108742 - 108749, August 2019",1,2/20/2019 22:21,5/24/2021 18:39,1098
1,"Nita Hidayati, Rizki Rivai Ginanjar, Ade Pitra Hermawan, Jae-Min Lee, Dong-Seong Kim, &#34;Real-Time Embedded data anomaly framework using online machine learning scheme,&#34; ICT Express Journal (S)",1,6/5/2020 12:27,6/8/2020 14:21,684
1,"Nita Hidayati, Riski Rivai Ginanjar, Jae-Min Lee and Dong-Seong Kim, &#34;Faulty Node Detection Scheme for WirelessHART using n-Bits BCH Code&#34;, ETRI Journal, 2019. (S)",1,3/13/2019 14:25,12/20/2019 15:20,1245
4,"A. Abdukhakimov, S. Bhardwaj, G. Gashema, and D.-S. Kim, &#34;Reliability Analysis in Smart Grid Networks Considering Distributed Energy Resources and Storage Devices&#34;, International Journal of Electrical and Electronic Engineering & Telecommunications, Vol. 8, No. 5,  pp.233-237, Sept. 2019 (A)",1,3/25/2019 12:08,1/4/2021 17:55,1165
4,"Sang-Hyun Hwang and Dong-Seong Kim, &#34;Hybrid Helmet Pose Tracking System using Adaptive Complementary Filter&#34;, Measurement (IF: 3.7), Vol.146, pp. 186-194,  2019 (A)",1,4/13/2019 17:40,4/30/2021 10:27,1799
4,"G. Gashema, D.-S. Kim, and J.-M. Lee &#34;Spectral Efficiency Improvement Based on Small Cells Deployments towards 5G Communication Technologies &#34; IEIE Transactions on Smart Processing & Computing, vol. 8, no. 2, pp. 126-135, 2019 (A)",1,5/2/2019 11:31,1/4/2021 17:53,1575
4,"Jae-Woo Kim, Dong-Seong Kim, Seung-Hwan Kim and Sang-Moon Shin &#34;The Firmware Design and Implementation Scheme for C Form-Factor Pluggable Optical Transceiver &#34;,  Applied Sciences,  Vol. 10, no.  6. 2143, March 2020",1,3/18/2020 14:56,5/24/2021 10:37,810
4,"Hoa Tran-Dang, Nicolass Krommenacker, Patrick Charpentier, Dong-Seong Kim: &#34; The Internet of Things for Logistics:oT for Logistics: Perspective, Application Review and Challenges&#34;, IETE Technical Review, DOI: 10.1080/02564602.2020.1827308, (IF:1.88)",1,9/20/2020 14:35,5/24/2021 10:54,622
1,"Heidy Indrayani, Ade Pitra Hermawan, Sanjay Bhardwaj Rizki Rivai Ginanjar, Dong-Seong Kim and Jae-Min Lee, &#34;Split Super-resolution for CSI Reconstruction using Transfer Learning in MIMO System&#34;, ICT Express Journal (P)",1,9/19/2020 22:51,12/28/2020 15:46,1270
1,Paper Information Format,1,7/12/2019 11:05,7/12/2019 16:20,1294
4,"S. H. Kim, J. W. Kim, V. S. Doan and D. S. Kim: &#34;Lightweight Deep Learning Model for Automatic Modulation Classification in Cognitive Radio Networks&#34;, IEEE Access, vol. 8, pp. 197532 - 197541, Oct. 2020. IF: 3.745,",1,9/23/2020 15:00,5/24/2021 18:36,746
4,"T. Huynh-The, C.-H. Hua, T.-T. Ngo, and D.-S. Kim, &#34;Image Representation of Pose-Transition Feature for 3D Skeleton-Based Action Recognition&#34;, Information Sciences (SCI, IF: 5.52), Vol. 513, pp. 112-126, March 2020 (A)",1,10/26/2019 13:51,1/4/2021 17:50,1114
4,"T. Huynh-The, C.-H. Hua, N. A. Tu, D.-S. Kim, &#34;Learning 3D Spatiotemporal Pose Feature by Deep-CNN for Person Identification,&#34; will be published Neurocomputing ( IF:4.072), 2020.",1,7/16/2019 22:05,4/30/2021 10:25,1170
1,"J.-H. Cha and D.-S. Kim, &#34;Light-weighted DDS for Industrial IoT base Edge Computing&#34;, Industrial Informatics, 2020 (Pr)",1,2/6/2020 16:55,2/7/2020 18:35,787
